mc_id,sc_id,age,exposure,treatment,date,day,volume,replacement_volume,volume24,weekday,fecalsamp,hrs_bw_samplingpoints,volume_per_hour,volume24_corr,number of bees
41,4,1,post,800ppb,2020-10-23,11,4.5,,2.5,Friday,no,24,0.104166667,2.5,
41,4,1,post,800ppb,2020-10-24,12,0,12.5,4.5,Saturday,no,28.5,0.157894737,3.789473684,
41,4,1,post,800ppb,2020-10-25,13,9.5,,3,Sunday,no,19.5,0.153846154,3.692307692,
41,4,1,post,800ppb,2020-10-26,14,6.5,,3,Monday,yes,24,0.125,3,
42,4,1,pre,Sacrifice,2020-10-06,-6,12.5,,,Tuesday,no,24,,,
42,4,1,pre,Sacrifice,2020-10-07,-5,9.5,,3,Wednesday,no,24,0.125,3,
42,4,1,pre,Sacrifice,2020-10-08,-4,7,,2.5,Thursday,no,24,0.104166667,2.5,
42,4,1,pre,Sacrifice,2020-10-09,-3,4.5,12.5,2.5,Friday,no,24,0.104166667,2.5,
42,4,1,pre,Sacrifice,2020-10-10,-2,10,,2.5,Saturday,no,28.5,0.087719298,2.105263158,
42,4,1,pre,Sacrifice,2020-10-11,-1,7.5,,2.5,Sunday,no,19.5,0.128205128,3.076923077,
42,4,1,pre,Sacrifice,2020-10-12,0,5,10,2.5,Monday,yes,24,0.104166667,2.5,
42,4,1,during,Sacrifice,2020-10-13,1,7.5,9.5,2.5,Tuesday,no,24,0.104166667,2.5,
42,4,1,during,Sacrifice,2020-10-14,2,6.5,9.5,3,Wednesday,yes,24,0.125,3,
42,4,1,during,Sacrifice,2020-10-15,3,6,10,3.5,Thursday,yes,24,0.145833333,3.5,
42,4,1,during,Sacrifice,2020-10-16,4,7,10,3,Friday,no,24,0.125,3,
42,4,1,during,Sacrifice,2020-10-17,5,6.5,,3.5,Saturday,yes,24,0.145833333,3.5,
43,3,3,pre,Control,2020-10-19,-6,12.5,,,Monday,no,24,,,
43,3,3,pre,Control,2020-10-20,-5,9.5,,3,Tuesday,no,24,0.125,3,
43,3,3,pre,Control,2020-10-21,-4,7,,2.5,Wednesday,no,24,0.104166667,2.5,
43,3,3,pre,Control,2020-10-22,-3,5,12.5,2,Thursday,no,24,0.083333333,2,
43,3,3,pre,Control,2020-10-23,-2,9,,3.5,Friday,no,24,0.145833333,3.5,
43,3,3,pre,Control,2020-10-24,-1,5,12.5,4,Saturday,no,28.5,0.140350877,3.368421053,
43,3,3,pre,Control,2020-10-25,0,9.5,10,3,Sunday,yes,19.5,0.153846154,3.692307692,
43,3,3,during,Control,2020-10-26,1,7,10,3,Monday,no,24,0.125,3,
43,3,3,during,Control,2020-10-27,2,6.5,10,3.5,Tuesday,yes,24,0.145833333,3.5,
43,3,3,during,Control,2020-10-28,3,7.5,10,2.5,Wednesday,yes,24,0.104166667,2.5,
43,3,3,during,Control,2020-10-29,4,8,10,2,Thursday,no,24,0.083333333,2,
43,3,3,during,Control,2020-10-30,5,6.5,12.5,3.5,Friday,yes,24,0.145833333,3.5,
43,3,3,post,Control,2020-10-31,6,9.5,,3,Saturday,no,28.5,0.105263158,2.526315789,
43,3,3,post,Control,2020-11-01,7,6.5,,3,Sunday,no,24,0.125,3,
43,3,3,post,Control,2020-11-02,8,3,12.5,3.5,Monday,yes,19.5,0.179487179,4.307692308,
43,3,3,post,Control,2020-11-03,9,8.5,,4,Tuesday,no,24,0.166666667,4,
43,3,3,post,Control,2020-11-04,10,6.5,,2,Wednesday,no,24,0.083333333,2,
43,3,3,post,Control,2020-11-05,11,4,12.5,2.5,Thursday,no,24,0.104166667,2.5,
43,3,3,post,Control,2020-11-06,12,8.5,,4,Friday,no,24,0.166666667,4,
43,3,3,post,Control,2020-11-07,13,6,,2.5,Saturday,no,28.5,0.087719298,2.105263158,
44,3,3,post,Control,2020-11-08,14,4,,2,Sunday,yes,24,0.083333333,2,
44,3,3,pre,DMSO,2020-10-19,-6,12,,,Monday,no,24,,,
44,3,3,pre,DMSO,2020-10-20,-5,10.5,,1.5,Tuesday,no,24,0.0625,1.5,
44,3,3,pre,DMSO,2020-10-21,-4,8,,2.5,Wednesday,no,24,0.104166667,2.5,
44,3,3,pre,DMSO,2020-10-22,-3,5,12.5,3,Thursday,no,24,0.125,3,
44,3,3,pre,DMSO,2020-10-23,-2,9.5,,3,Friday,no,24,0.125,3,
44,3,3,pre,DMSO,2020-10-24,-1,6,,3.5,Saturday,no,28.5,0.122807018,2.947368421,
44,3,3,pre,DMSO,2020-10-25,0,3,10,3,Sunday,yes,19.5,0.153846154,3.692307692,
44,3,3,during,DMSO,2020-10-26,1,7.5,10,2.5,Monday,no,24,0.104166667,2.5,
44,3,3,during,DMSO,2020-10-27,2,7.5,10,2.5,Tuesday,yes,24,0.104166667,2.5,
44,3,3,during,DMSO,2020-10-28,3,8,10,2,Wednesday,yes,24,0.083333333,2,
44,3,3,during,DMSO,2020-10-29,4,5,10,5,Thursday,no,24,0.208333333,5,
44,3,3,during,DMSO,2020-10-30,5,5.5,12.5,4.5,Friday,yes,24,0.1875,4.5,
44,3,3,post,DMSO,2020-10-31,6,8,,4.5,Saturday,no,28.5,0.157894737,3.789473684,
44,3,3,post,DMSO,2020-11-01,7,4.5,,3.5,Sunday,no,24,0.145833333,3.5,
44,3,3,post,DMSO,2020-11-02,8,0,12.5,4.5,Monday,yes,19.5,0.230769231,5.538461538,
44,3,3,post,DMSO,2020-11-03,9,8.5,,4,Tuesday,no,24,0.166666667,4,
44,3,3,post,DMSO,2020-11-04,10,4,12.5,4.5,Wednesday,no,24,0.1875,4.5,
44,3,3,post,DMSO,2020-11-05,11,9.5,,3,Thursday,no,24,0.125,3,
44,3,3,post,DMSO,2020-11-06,12,6.5,,3,Friday,no,24,0.125,3,
44,3,3,post,DMSO,2020-11-07,13,4,,2.5,Saturday,no,28.5,0.087719298,2.105263158,
44,3,3,post,DMSO,2020-11-08,14,0.5,,3.5,Sunday,yes,24,0.145833333,3.5,
45,3,3,pre,1ppb,2020-10-19,-6,12.5,,,Monday,no,24,,,
45,3,3,pre,1ppb,2020-10-20,-5,10.5,,2,Tuesday,no,24,0.083333333,2,
45,3,3,pre,1ppb,2020-10-21,-4,8,,2.5,Wednesday,no,24,0.104166667,2.5,
45,3,3,pre,1ppb,2020-10-22,-3,6,,2,Thursday,no,24,0.083333333,2,
45,3,3,pre,1ppb,2020-10-23,-2,4,12.5,2,Friday,no,24,0.083333333,2,
45,3,3,pre,1ppb,2020-10-24,-1,10,,2.5,Saturday,no,28.5,0.087719298,2.105263158,
45,3,3,pre,1ppb,2020-10-25,0,8,10,2,Sunday,yes,19.5,0.102564103,2.461538462,
45,3,3,during,1ppb,2020-10-26,1,7,10,3,Monday,no,24,0.125,3,
45,3,3,during,1ppb,2020-10-27,2,7.5,10,2.5,Tuesday,yes,24,0.104166667,2.5,
45,3,3,during,1ppb,2020-10-28,3,6.5,10,3.5,Wednesday,yes,24,0.145833333,3.5,
45,3,3,during,1ppb,2020-10-29,4,7.5,10,2.5,Thursday,no,24,0.104166667,2.5,
45,3,3,during,1ppb,2020-10-30,5,8.5,12.5,1.5,Friday,yes,24,0.0625,1.5,
45,3,3,post,1ppb,2020-10-31,6,11,,1.5,Saturday,no,28.5,0.052631579,1.263157895,
45,3,3,post,1ppb,2020-11-01,7,8.5,,2.5,Sunday,no,24,0.104166667,2.5,
45,3,3,post,1ppb,2020-11-02,8,6.5,12.5,2,Monday,yes,19.5,0.102564103,2.461538462,
45,3,3,post,1ppb,2020-11-03,9,10.5,,2,Tuesday,no,24,0.083333333,2,
45,3,3,post,1ppb,2020-11-04,10,8,,2.5,Wednesday,no,24,0.104166667,2.5,
45,3,3,post,1ppb,2020-11-05,11,6.5,,1.5,Thursday,no,24,0.0625,1.5,
45,3,3,post,1ppb,2020-11-06,12,3.5,12.5,3,Friday,no,24,0.125,3,
45,3,3,post,1ppb,2020-11-07,13,10,,2.5,Saturday,no,28.5,0.087719298,2.105263158,
45,3,3,post,1ppb,2020-11-08,14,8,,2,Sunday,yes,24,0.083333333,2,
46,3,3,pre,10 ppb,2020-10-19,-6,12,,,Monday,no,24,,,
46,3,3,pre,10 ppb,2020-10-20,-5,11,,1,Tuesday,no,24,0.041666667,1,
46,3,3,pre,10 ppb,2020-10-21,-4,8,,3,Wednesday,no,24,0.125,3,
46,3,3,pre,10 ppb,2020-10-22,-3,5.5,,2.5,Thursday,no,24,0.104166667,2.5,
46,3,3,pre,10 ppb,2020-10-23,-2,3,12.5,2.5,Friday,no,24,0.104166667,2.5,
46,3,3,pre,10 ppb,2020-10-24,-1,9,,3.5,Saturday,no,28.5,0.122807018,2.947368421,
46,3,3,pre,10 ppb,2020-10-25,0,6.5,10,2.5,Sunday,yes,19.5,0.128205128,3.076923077,
46,3,3,during,10 ppb,2020-10-26,1,7,10,3,Monday,no,24,0.125,3,
46,3,3,during,10 ppb,2020-10-27,2,7,10,3,Tuesday,yes,24,0.125,3,
46,3,3,during,10 ppb,2020-10-28,3,7,10,3,Wednesday,yes,24,0.125,3,
46,3,3,during,10 ppb,2020-10-29,4,7,10,3,Thursday,no,24,0.125,3,
46,3,3,during,10 ppb,2020-10-30,5,7,12.5,3,Friday,yes,24,0.125,3,
46,3,3,post,10 ppb,2020-10-31,6,11.5,,1,Saturday,no,28.5,0.035087719,0.842105263,
46,3,3,post,10 ppb,2020-11-01,7,8,,3.5,Sunday,no,24,0.145833333,3.5,
46,3,3,post,10 ppb,2020-11-02,8,5.5,12.5,2.5,Monday,yes,19.5,0.128205128,3.076923077,
46,3,3,post,10 ppb,2020-11-03,9,9,,3.5,Tuesday,no,24,0.145833333,3.5,
46,3,3,post,10 ppb,2020-11-04,10,5,,4,Wednesday,no,24,0.166666667,4,
46,3,3,post,10 ppb,2020-11-05,11,2.5,12.5,2.5,Thursday,no,24,0.104166667,2.5,
46,3,3,post,10 ppb,2020-11-06,12,9.5,,3,Friday,no,24,0.125,3,
46,3,3,post,10 ppb,2020-11-07,13,6,,3.5,Saturday,no,28.5,0.122807018,2.947368421,
46,3,3,post,10 ppb,2020-11-08,14,3,,3,Sunday,yes,24,0.125,3,
47,3,3,pre,100ppb,2020-10-19,-6,12.5,,,Monday,no,24,,,
47,3,3,pre,100ppb,2020-10-20,-5,10.5,,2,Tuesday,no,24,0.083333333,2,
47,3,3,pre,100ppb,2020-10-21,-4,8,,2.5,Wednesday,no,24,0.104166667,2.5,
47,3,3,pre,100ppb,2020-10-22,-3,6,,2,Thursday,no,24,0.083333333,2,
47,3,3,pre,100ppb,2020-10-23,-2,4,12.5,2,Friday,no,24,0.083333333,2,
47,3,3,pre,100ppb,2020-10-24,-1,9.5,,3,Saturday,no,28.5,0.105263158,2.526315789,
47,3,3,pre,100ppb,2020-10-25,0,7.5,10,2,Sunday,yes,19.5,0.102564103,2.461538462,
47,3,3,during,100ppb,2020-10-26,1,8,10,2,Monday,no,24,0.083333333,2,
47,3,3,during,100ppb,2020-10-27,2,8,10,2,Tuesday,yes,24,0.083333333,2,
47,3,3,during,100ppb,2020-10-28,3,7.5,10,2.5,Wednesday,yes,24,0.104166667,2.5,
47,3,3,during,100ppb,2020-10-29,4,7.5,10,2.5,Thursday,no,24,0.104166667,2.5,
47,3,3,during,100ppb,2020-10-30,5,7,12.5,3,Friday,yes,24,0.125,3,
47,3,3,post,100ppb,2020-10-31,6,9.5,,3,Saturday,no,28.5,0.105263158,2.526315789,
47,3,3,post,100ppb,2020-11-01,7,7,,2.5,Sunday,no,24,0.104166667,2.5,
47,3,3,post,100ppb,2020-11-02,8,6,12.5,1,Monday,yes,19.5,0.051282051,1.230769231,
47,3,3,post,100ppb,2020-11-03,9,9.5,,3,Tuesday,no,24,0.125,3,
47,3,3,post,100ppb,2020-11-04,10,7.5,,2,Wednesday,no,24,0.083333333,2,
47,3,3,post,100ppb,2020-11-05,11,5.5,,2,Thursday,no,24,0.083333333,2,
47,3,3,post,100ppb,2020-11-06,12,3,12.5,2.5,Friday,no,24,0.104166667,2.5,
47,3,3,post,100ppb,2020-11-07,13,10,,2.5,Saturday,no,28.5,0.087719298,2.105263158,
47,3,3,post,100ppb,2020-11-08,14,8,,2,Sunday,yes,24,0.083333333,2,
48,3,3,pre,800ppb,2020-10-19,-6,12.5,,,Monday,no,24,,,
48,3,3,pre,800ppb,2020-10-20,-5,10.5,,2,Tuesday,no,24,0.083333333,2,
48,3,3,pre,800ppb,2020-10-21,-4,7.5,,3,Wednesday,no,24,0.125,3,
48,3,3,pre,800ppb,2020-10-22,-3,5.5,,2,Thursday,no,24,0.083333333,2,
48,3,3,pre,800ppb,2020-10-23,-2,4,12.5,1.5,Friday,no,24,0.0625,1.5,
48,3,3,pre,800ppb,2020-10-24,-1,10.5,,2,Saturday,no,28.5,0.070175439,1.684210526,
48,3,3,pre,800ppb,2020-10-25,0,8.5,10,2,Sunday,yes,19.5,0.102564103,2.461538462,
48,3,3,during,800ppb,2020-10-26,1,7,10,3,Monday,no,24,0.125,3,
48,3,3,during,800ppb,2020-10-27,2,6.5,10,3.5,Tuesday,yes,24,0.145833333,3.5,
48,3,3,during,800ppb,2020-10-28,3,6,10,4,Wednesday,yes,24,0.166666667,4,
48,3,3,during,800ppb,2020-10-29,4,5,10,5,Thursday,no,24,0.208333333,5,
48,3,3,during,800ppb,2020-10-30,5,5,12.5,5,Friday,yes,24,0.208333333,5,
48,3,3,post,800ppb,2020-10-31,6,8,,4.5,Saturday,no,28.5,0.157894737,3.789473684,
48,3,3,post,800ppb,2020-11-01,7,5.5,,2.5,Sunday,no,24,0.104166667,2.5,
48,3,3,post,800ppb,2020-11-02,8,2,12.5,3.5,Monday,yes,19.5,0.179487179,4.307692308,
48,3,3,post,800ppb,2020-11-03,9,9.5,,3,Tuesday,no,24,0.125,3,
48,3,3,post,800ppb,2020-11-04,10,5.5,,4,Wednesday,no,24,0.166666667,4,
48,3,3,post,800ppb,2020-11-05,11,3.5,12.5,2,Thursday,no,24,0.083333333,2,
48,3,3,post,800ppb,2020-11-06,12,7,,5.5,Friday,no,24,0.229166667,5.5,
48,3,3,post,800ppb,2020-11-07,13,2.5,12.5,4.5,Saturday,no,28.5,0.157894737,3.789473684,
48,3,3,post,800ppb,2020-11-08,14,9.5,,3,Sunday,yes,24,0.125,3,
49,3,3,pre,Sacrifice,2020-10-19,-6,12.5,,,Monday,no,24,,,
49,3,3,pre,Sacrifice,2020-10-20,-5,11,,1.5,Tuesday,no,24,0.0625,1.5,
49,3,3,pre,Sacrifice,2020-10-21,-4,8.5,,2.5,Wednesday,no,24,0.104166667,2.5,
49,3,3,pre,Sacrifice,2020-10-22,-3,6.5,,2,Thursday,no,24,0.083333333,2,
49,3,3,pre,Sacrifice,2020-10-23,-2,4,12.5,2.5,Friday,no,24,0.104166667,2.5,
49,3,3,pre,Sacrifice,2020-10-24,-1,10.5,,2,Saturday,no,28.5,0.070175439,1.684210526,
49,3,3,pre,Sacrifice,2020-10-25,0,9.5,10,1,Sunday,yes,19.5,0.051282051,1.230769231,
49,3,3,during,Sacrifice,2020-10-26,1,8.5,10,1.5,Monday,no,24,0.0625,1.5,
49,3,3,during,Sacrifice,2020-10-27,2,8.5,10,1.5,Tuesday,yes,24,0.0625,1.5,
49,3,3,during,Sacrifice,2020-10-28,3,8,10,2,Wednesday,yes,24,0.083333333,2,
49,3,3,during,Sacrifice,2020-10-29,4,7,10,3,Thursday,no,24,0.125,3,
49,3,3,during,Sacrifice,2020-10-30,5,8,,2,Friday,yes,24,0.083333333,2,
50,4,3,pre,Control,2020-10-19,-6,12.5,,,Monday,no,24,,,
50,4,3,pre,Control,2020-10-20,-5,11,,1.5,Tuesday,no,24,0.0625,1.5,
50,4,3,pre,Control,2020-10-21,-4,8.5,,2.5,Wednesday,no,24,0.104166667,2.5,
50,4,3,pre,Control,2020-10-22,-3,6.5,,2,Thursday,no,24,0.083333333,2,
50,4,3,pre,Control,2020-10-23,-2,4,12.5,2.5,Friday,no,24,0.104166667,2.5,
50,4,3,pre,Control,2020-10-24,-1,9,,3.5,Saturday,no,28.5,0.122807018,2.947368421,
50,4,3,pre,Control,2020-10-25,0,6.5,10,2.5,Sunday,yes,19.5,0.128205128,3.076923077,
50,4,3,during,Control,2020-10-26,1,7.5,10,2.5,Monday,no,24,0.104166667,2.5,
50,4,3,during,Control,2020-10-27,2,7,10,3,Tuesday,yes,24,0.125,3,
50,4,3,during,Control,2020-10-28,3,7,10,3,Wednesday,yes,24,0.125,3,
50,4,3,during,Control,2020-10-29,4,7,10,3,Thursday,no,24,0.125,3,
50,4,3,during,Control,2020-10-30,5,7,12.5,3,Friday,yes,24,0.125,3,
50,4,3,post,Control,2020-10-31,6,9.5,,3,Saturday,no,28.5,0.105263158,2.526315789,
50,4,3,post,Control,2020-11-01,7,7,,2.5,Sunday,no,24,0.104166667,2.5,
50,4,3,post,Control,2020-11-02,8,4.5,12.5,2.5,Monday,yes,19.5,0.128205128,3.076923077,
50,4,3,post,Control,2020-11-03,9,10,,2.5,Tuesday,no,24,0.104166667,2.5,
50,4,3,post,Control,2020-11-04,10,6,,4,Wednesday,no,24,0.166666667,4,
50,4,3,post,Control,2020-11-05,11,4,12.5,2,Thursday,no,24,0.083333333,2,
50,4,3,post,Control,2020-11-06,12,9,,3.5,Friday,no,24,0.145833333,3.5,
50,4,3,post,Control,2020-11-07,13,7,,2,Saturday,no,28.5,0.070175439,1.684210526,
50,4,3,post,Control,2020-11-08,14,3.5,,3.5,Sunday,yes,24,0.145833333,3.5,
51,4,3,pre,DMSO,2020-10-19,-6,12,,,Monday,no,24,,,
51,4,3,pre,DMSO,2020-10-20,-5,10,,2,Tuesday,no,24,0.083333333,2,
51,4,3,pre,DMSO,2020-10-21,-4,7,,3,Wednesday,no,24,0.125,3,
51,4,3,pre,DMSO,2020-10-22,-3,4.5,12.5,2.5,Thursday,no,24,0.104166667,2.5,
51,4,3,pre,DMSO,2020-10-23,-2,9.5,,3,Friday,no,24,0.125,3,
51,4,3,pre,DMSO,2020-10-24,-1,7.5,,2,Saturday,no,28.5,0.070175439,1.684210526,
51,4,3,pre,DMSO,2020-10-25,0,6.5,10,1,Sunday,yes,19.5,0.051282051,1.230769231,
51,4,3,during,DMSO,2020-10-26,1,6.5,10,3.5,Monday,no,24,0.145833333,3.5,
51,4,3,during,DMSO,2020-10-27,2,8.5,10,1.5,Tuesday,yes,24,0.0625,1.5,
51,4,3,during,DMSO,2020-10-28,3,7.5,10,2.5,Wednesday,yes,24,0.104166667,2.5,
51,4,3,during,DMSO,2020-10-29,4,7,10,3,Thursday,no,24,0.125,3,
51,4,3,during,DMSO,2020-10-30,5,6.5,12.5,3.5,Friday,yes,24,0.145833333,3.5,
51,4,3,post,DMSO,2020-10-31,6,9.5,,3,Saturday,no,28.5,0.105263158,2.526315789,
51,4,3,post,DMSO,2020-11-01,7,7,,2.5,Sunday,no,24,0.104166667,2.5,
51,4,3,post,DMSO,2020-11-02,8,6,12.5,1,Monday,yes,19.5,0.051282051,1.230769231,
51,4,3,post,DMSO,2020-11-03,9,9,,3.5,Tuesday,no,24,0.145833333,3.5,
51,4,3,post,DMSO,2020-11-04,10,4.5,12.5,4.5,Wednesday,no,24,0.1875,4.5,
51,4,3,post,DMSO,2020-11-05,11,10,,2.5,Thursday,no,24,0.104166667,2.5,
51,4,3,post,DMSO,2020-11-06,12,9,,1,Friday,no,24,0.041666667,1,
51,4,3,post,DMSO,2020-11-07,13,6,,3,Saturday,no,28.5,0.105263158,2.526315789,
51,4,3,post,DMSO,2020-11-08,14,2,,4,Sunday,yes,24,0.166666667,4,
52,4,3,pre,1ppb,2020-10-19,-6,12.5,,,Monday,no,24,,,
52,4,3,pre,1ppb,2020-10-20,-5,12,,0.5,Tuesday,no,24,0.020833333,0.5,
52,4,3,pre,1ppb,2020-10-21,-4,9.5,,2.5,Wednesday,no,24,0.104166667,2.5,
52,4,3,pre,1ppb,2020-10-22,-3,7.5,,2,Thursday,no,24,0.083333333,2,
52,4,3,pre,1ppb,2020-10-23,-2,5.5,,2,Friday,no,24,0.083333333,2,
52,4,3,pre,1ppb,2020-10-24,-1,2.5,12.5,3,Saturday,no,28.5,0.105263158,2.526315789,
52,4,3,pre,1ppb,2020-10-25,0,9.5,10,3,Sunday,yes,19.5,0.153846154,3.692307692,
52,4,3,during,1ppb,2020-10-26,1,7.5,10,2.5,Monday,no,24,0.104166667,2.5,
52,4,3,during,1ppb,2020-10-27,2,6.5,10,3.5,Tuesday,yes,24,0.145833333,3.5,
52,4,3,during,1ppb,2020-10-28,3,6,10,4,Wednesday,yes,24,0.166666667,4,
52,4,3,during,1ppb,2020-10-29,4,7,10,3,Thursday,no,24,0.125,3,
52,4,3,during,1ppb,2020-10-30,5,6.5,12.5,3.5,Friday,yes,24,0.145833333,3.5,
52,4,3,post,1ppb,2020-10-31,6,8,,4.5,Saturday,no,28.5,0.157894737,3.789473684,
52,4,3,post,1ppb,2020-11-01,7,4.5,,3.5,Sunday,no,24,0.145833333,3.5,
52,4,3,post,1ppb,2020-11-02,8,3.5,12.5,1,Monday,yes,19.5,0.051282051,1.230769231,
52,4,3,post,1ppb,2020-11-03,9,6.5,,6,Tuesday,no,24,0.25,6,
52,4,3,post,1ppb,2020-11-04,10,2.5,12.5,4,Wednesday,no,24,0.166666667,4,
52,4,3,post,1ppb,2020-11-05,11,10,,2.5,Thursday,no,24,0.104166667,2.5,
52,4,3,post,1ppb,2020-11-06,12,8,,2,Friday,no,24,0.083333333,2,
52,4,3,post,1ppb,2020-11-07,13,8,,0,Saturday,no,28.5,0,0,
52,4,3,post,1ppb,2020-11-08,14,4.5,,3.5,Sunday,yes,24,0.145833333,3.5,
53,4,3,pre,10 ppb,2020-10-19,-6,12.5,,,Monday,no,24,,,
53,4,3,pre,10 ppb,2020-10-20,-5,11.5,,1,Tuesday,no,24,0.041666667,1,
53,4,3,pre,10 ppb,2020-10-21,-4,9,,2.5,Wednesday,no,24,0.104166667,2.5,
53,4,3,pre,10 ppb,2020-10-22,-3,6.5,,2.5,Thursday,no,24,0.104166667,2.5,
53,4,3,pre,10 ppb,2020-10-23,-2,5.5,12.5,1,Friday,no,24,0.041666667,1,
53,4,3,pre,10 ppb,2020-10-24,-1,10.5,,2,Saturday,no,28.5,0.070175439,1.684210526,
53,4,3,pre,10 ppb,2020-10-25,0,9,10,1.5,Sunday,yes,19.5,0.076923077,1.846153846,
53,4,3,during,10 ppb,2020-10-26,1,8.5,10,1.5,Monday,no,24,0.0625,1.5,
53,4,3,during,10 ppb,2020-10-27,2,8.5,10,1.5,Tuesday,yes,24,0.0625,1.5,
53,4,3,during,10 ppb,2020-10-28,3,8,10,2,Wednesday,yes,24,0.083333333,2,
53,4,3,during,10 ppb,2020-10-29,4,7.5,10,2.5,Thursday,no,24,0.104166667,2.5,
53,4,3,during,10 ppb,2020-10-30,5,8,12.5,2,Friday,yes,24,0.083333333,2,
53,4,3,post,10 ppb,2020-10-31,6,11.5,,1,Saturday,no,28.5,0.035087719,0.842105263,
53,4,3,post,10 ppb,2020-11-01,7,10.5,,1,Sunday,no,24,0.041666667,1,
53,4,3,post,10 ppb,2020-11-02,8,10,12.5,0.5,Monday,yes,19.5,0.025641026,0.615384615,
53,4,3,post,10 ppb,2020-11-03,9,8.5,,4,Tuesday,no,24,0.166666667,4,
53,4,3,post,10 ppb,2020-11-04,10,5,,3.5,Wednesday,no,24,0.145833333,3.5,
53,4,3,post,10 ppb,2020-11-05,11,2,12.5,3,Thursday,no,24,0.125,3,
53,4,3,post,10 ppb,2020-11-06,12,9,,3.5,Friday,no,24,0.145833333,3.5,
53,4,3,post,10 ppb,2020-11-07,13,9,12.5,0,Saturday,no,28.5,0,0,
53,4,3,post,10 ppb,2020-11-08,14,10.5,,2,Sunday,yes,24,0.083333333,2,
54,4,3,pre,100ppb,2020-10-19,-6,12.5,,,Monday,no,24,,,
54,4,3,pre,100ppb,2020-10-20,-5,10,,2.5,Tuesday,no,24,0.104166667,2.5,
54,4,3,pre,100ppb,2020-10-21,-4,7.5,,2.5,Wednesday,no,24,0.104166667,2.5,
54,4,3,pre,100ppb,2020-10-22,-3,5,12.5,2.5,Thursday,no,24,0.104166667,2.5,
54,4,3,pre,100ppb,2020-10-23,-2,9.5,,3,Friday,no,24,0.125,3,
54,4,3,pre,100ppb,2020-10-24,-1,6.5,,3,Saturday,no,28.5,0.105263158,2.526315789,
54,4,3,pre,100ppb,2020-10-25,0,4.5,10,2,Sunday,yes,19.5,0.102564103,2.461538462,
54,4,3,during,100ppb,2020-10-26,1,6,10,4,Monday,no,24,0.166666667,4,
54,4,3,during,100ppb,2020-10-27,2,6,10,4,Tuesday,yes,24,0.166666667,4,
54,4,3,during,100ppb,2020-10-28,3,6,10,4,Wednesday,yes,24,0.166666667,4,
54,4,3,during,100ppb,2020-10-29,4,6,10,4,Thursday,no,24,0.166666667,4,
54,4,3,during,100ppb,2020-10-30,5,6,12.5,4,Friday,yes,24,0.166666667,4,
54,4,3,post,100ppb,2020-10-31,6,10,,2.5,Saturday,no,28.5,0.087719298,2.105263158,
54,4,3,post,100ppb,2020-11-01,7,9,,1,Sunday,no,24,0.041666667,1,
54,4,3,post,100ppb,2020-11-02,8,5.5,12.5,3.5,Monday,yes,19.5,0.179487179,4.307692308,
54,4,3,post,100ppb,2020-11-03,9,11,,1.5,Tuesday,no,24,0.0625,1.5,
54,4,3,post,100ppb,2020-11-04,10,10,,1,Wednesday,no,24,0.041666667,1,
54,4,3,post,100ppb,2020-11-05,11,9.5,,0.5,Thursday,no,24,0.020833333,0.5,
54,4,3,post,100ppb,2020-11-06,12,8.5,,1,Friday,no,24,0.041666667,1,
54,4,3,post,100ppb,2020-11-07,13,5,,3.5,Saturday,no,28.5,0.122807018,2.947368421,
54,4,3,post,100ppb,2020-11-08,14,2,,3,Sunday,yes,24,0.125,3,
55,4,3,pre,800ppb,2020-10-19,-6,12.5,,,Monday,no,24,,,
55,4,3,pre,800ppb,2020-10-20,-5,11,,1.5,Tuesday,no,24,0.0625,1.5,
55,4,3,pre,800ppb,2020-10-21,-4,8.5,,2.5,Wednesday,no,24,0.104166667,2.5,
55,4,3,pre,800ppb,2020-10-22,-3,6,,2.5,Thursday,no,24,0.104166667,2.5,
55,4,3,pre,800ppb,2020-10-23,-2,3.5,12.5,2.5,Friday,no,24,0.104166667,2.5,
55,4,3,pre,800ppb,2020-10-24,-1,9,,3.5,Saturday,no,28.5,0.122807018,2.947368421,
55,4,3,pre,800ppb,2020-10-25,0,6.5,10,2.5,Sunday,yes,19.5,0.128205128,3.076923077,
55,4,3,during,800ppb,2020-10-26,1,7.5,10,2.5,Monday,no,24,0.104166667,2.5,
55,4,3,during,800ppb,2020-10-27,2,7,10,3,Tuesday,yes,24,0.125,3,
55,4,3,during,800ppb,2020-10-28,3,6.5,10,3.5,Wednesday,yes,24,0.145833333,3.5,
55,4,3,during,800ppb,2020-10-29,4,7.5,10,2.5,Thursday,no,24,0.104166667,2.5,
55,4,3,during,800ppb,2020-10-30,5,6.5,12.5,3.5,Friday,yes,24,0.145833333,3.5,
55,4,3,post,800ppb,2020-10-31,6,8,,4.5,Saturday,no,28.5,0.157894737,3.789473684,
55,4,3,post,800ppb,2020-11-01,7,5,,3,Sunday,no,24,0.125,3,
55,4,3,post,800ppb,2020-11-02,8,3,12.5,2,Monday,yes,19.5,0.102564103,2.461538462,
55,4,3,post,800ppb,2020-11-03,9,9.5,,3,Tuesday,no,24,0.125,3,
55,4,3,post,800ppb,2020-11-04,10,6.5,,3,Wednesday,no,24,0.125,3,
55,4,3,post,800ppb,2020-11-05,11,3.5,12.5,3,Thursday,no,24,0.125,3,
55,4,3,post,800ppb,2020-11-06,12,8.5,,4,Friday,no,24,0.166666667,4,
