mc_id,sc_id,age,exposure,treatment,date,day,volume,replacement_volume,volume24,information,
76,5,3,post,800ppb,2020-12-18,12,1.5,12.5,2.5,,
76,5,3,post,800ppb,2020-12-19,13,11,,1.5,OG value = <1.5,
76,5,3,post,800ppb,2020-12-20,14,8,,3,,
77,5,3,pre,Sacrifice,2020-11-30,-6,12.5,,,,
77,5,3,pre,Sacrifice,2020-12-01,-5,8.5,,4,,
77,5,3,pre,Sacrifice,2020-12-02,-4,6.5,,2,,
77,5,3,pre,Sacrifice,2020-12-03,-3,4.5,,2,,
77,5,3,pre,Sacrifice,2020-12-04,-2,3.5,,1,,
77,5,3,pre,Sacrifice,2020-12-05,-1,3,12.5,0.5,,
77,5,3,pre,Sacrifice,2020-12-06,0,9.5,10,3,,
77,5,3,during,Sacrifice,2020-12-07,1,8,10,2,,
77,5,3,during,Sacrifice,2020-12-08,2,6.5,10,3.5,,
77,5,3,during,Sacrifice,2020-12-09,3,6.5,10,3.5,,
77,5,3,during,Sacrifice,2020-12-10,4,5.5,10,4.5,,
77,5,3,during,Sacrifice,2020-12-11,5,7,,3,,
78,4,7,pre,Control,2020-11-30,-6,12.5,,,,
78,4,7,pre,Control,2020-12-01,-5,10,,2.5,,
78,4,7,pre,Control,2020-12-02,-4,7.5,,2.5,,
78,4,7,pre,Control,2020-12-03,-3,5.5,,2,,
78,4,7,pre,Control,2020-12-04,-2,2,12.5,3.5,,
78,4,7,pre,Control,2020-12-05,-1,8.5,,4,,
78,4,7,pre,Control,2020-12-06,0,5.5,10,3,,
78,4,7,during,Control,2020-12-07,1,7,10,3,,
78,4,7,during,Control,2020-12-08,2,7,10,3,,
78,4,7,during,Control,2020-12-09,3,7,10,3,,
78,4,7,during,Control,2020-12-10,4,7.5,10,2.5,,
78,4,7,during,Control,2020-12-11,5,7,12.5,3,,
78,4,7,post,Control,2020-12-12,6,10.5,,2,,
78,4,7,post,Control,2020-12-13,7,6.5,,4,,
78,4,7,post,Control,2020-12-14,8,6,,0.5,,
78,4,7,post,Control,2020-12-15,9,2.5,12.5,3.5,,
78,4,7,post,Control,2020-12-16,10,10.5,,2,,
78,4,7,post,Control,2020-12-17,11,10,,0.5,,
78,4,7,post,Control,2020-12-18,12,8,,2,,
78,4,7,post,Control,2020-12-19,13,5,,3,,
78,4,7,post,Control,2020-12-20,14,2,,3,,
79,4,7,pre,DMSO,2020-11-30,-6,12.5,,,,
79,4,7,pre,DMSO,2020-12-01,-5,9.5,,3,,
79,4,7,pre,DMSO,2020-12-02,-4,6,,3.5,,
79,4,7,pre,DMSO,2020-12-03,-3,3,12.5,3,,
79,4,7,pre,DMSO,2020-12-04,-2,10,,2.5,,
79,4,7,pre,DMSO,2020-12-05,-1,6.5,,3.5,,
79,4,7,pre,DMSO,2020-12-06,0,2.5,10,4,,
79,4,7,during,DMSO,2020-12-07,1,6.5,10,3.5,,
79,4,7,during,DMSO,2020-12-08,2,6.5,10,3.5,,
79,4,7,during,DMSO,2020-12-09,3,7,10,3,,
79,4,7,during,DMSO,2020-12-10,4,6,10,4,,
79,4,7,during,DMSO,2020-12-11,5,5,12.5,5,,
79,4,7,post,DMSO,2020-12-12,6,12,,0.5,,
79,4,7,post,DMSO,2020-12-13,7,9.5,,2.5,,
79,4,7,post,DMSO,2020-12-14,8,7.5,,2,,
79,4,7,post,DMSO,2020-12-15,9,6,,1.5,,
79,4,7,post,DMSO,2020-12-16,10,4.5,,1.5,,
79,4,7,post,DMSO,2020-12-17,11,2.5,12.5,2,,
79,4,7,post,DMSO,2020-12-18,12,10.5,,2,,
79,4,7,post,DMSO,2020-12-19,13,10,,0.5,,
79,4,7,post,DMSO,2020-12-20,14,8,,2,,
80,4,7,pre,1ppb,2020-11-30,-6,12.5,,,,
80,4,7,pre,1ppb,2020-12-01,-5,10.5,,2,,
80,4,7,pre,1ppb,2020-12-02,-4,8,,2.5,,
80,4,7,pre,1ppb,2020-12-03,-3,5.5,,2.5,,
80,4,7,pre,1ppb,2020-12-04,-2,2.5,12.5,3,,
80,4,7,pre,1ppb,2020-12-05,-1,9,,3.5,,
80,4,7,pre,1ppb,2020-12-06,0,5.5,10,3.5,,
80,4,7,during,1ppb,2020-12-07,1,7,10,3,,
80,4,7,during,1ppb,2020-12-08,2,6,10,4,,
80,4,7,during,1ppb,2020-12-09,3,6.5,10,3.5,,
80,4,7,during,1ppb,2020-12-10,4,6.5,10,3.5,,
80,4,7,during,1ppb,2020-12-11,5,7,12.5,3,,
80,4,7,post,1ppb,2020-12-12,6,10,,2.5,,
80,4,7,post,1ppb,2020-12-13,7,7.5,,2.5,,
80,4,7,post,1ppb,2020-12-14,8,4.5,,3,,
80,4,7,post,1ppb,2020-12-15,9,2.5,12.5,2,,
80,4,7,post,1ppb,2020-12-16,10,9.5,,3,,
80,4,7,post,1ppb,2020-12-17,11,7.5,,2,,
80,4,7,post,1ppb,2020-12-18,12,5.5,,2,,
80,4,7,post,1ppb,2020-12-19,13,3.5,12.5,2,,
80,4,7,post,1ppb,2020-12-20,14,10.5,,2,,
81,4,7,pre,10 ppb,2020-11-30,-6,12.5,,,,
81,4,7,pre,10 ppb,2020-12-01,-5,10,,2.5,,
81,4,7,pre,10 ppb,2020-12-02,-4,7,,3,,
81,4,7,pre,10 ppb,2020-12-03,-3,4,,3,,
81,4,7,pre,10 ppb,2020-12-04,-2,0,12.5,4,,
81,4,7,pre,10 ppb,2020-12-05,-1,8,,4.5,,
81,4,7,pre,10 ppb,2020-12-06,0,4,10,4,,
81,4,7,during,10 ppb,2020-12-07,1,6,10,4,,
81,4,7,during,10 ppb,2020-12-08,2,5,10,5,,
81,4,7,during,10 ppb,2020-12-09,3,5.5,10,4.5,,
81,4,7,during,10 ppb,2020-12-10,4,6,10,4,,
81,4,7,during,10 ppb,2020-12-11,5,6.5,12.5,3.5,,
81,4,7,post,10 ppb,2020-12-12,6,9,,3.5,,
81,4,7,post,10 ppb,2020-12-13,7,5,,4,,
81,4,7,post,10 ppb,2020-12-14,8,1.5,12.5,3.5,,
81,4,7,post,10 ppb,2020-12-15,9,9,,3.5,,
81,4,7,post,10 ppb,2020-12-16,10,7,,2,,
81,4,7,post,10 ppb,2020-12-17,11,4.5,,2.5,,
81,4,7,post,10 ppb,2020-12-18,12,2,12.5,2.5,,
81,4,7,post,10 ppb,2020-12-19,13,10,,2.5,,
81,4,7,post,10 ppb,2020-12-20,14,6.5,,3.5,,
82,4,7,pre,100ppb,2020-11-30,-6,12.5,,,,
82,4,7,pre,100ppb,2020-12-01,-5,10,,2.5,,
82,4,7,pre,100ppb,2020-12-02,-4,7.5,,2.5,,
82,4,7,pre,100ppb,2020-12-03,-3,4.5,,3,,
82,4,7,pre,100ppb,2020-12-04,-2,1.5,12.5,3,,
82,4,7,pre,100ppb,2020-12-05,-1,8.5,,4,,
82,4,7,pre,100ppb,2020-12-06,0,4.5,10,4,,
82,4,7,during,100ppb,2020-12-07,1,7.5,10,2.5,,
82,4,7,during,100ppb,2020-12-08,2,6,10,4,,
82,4,7,during,100ppb,2020-12-09,3,6,10,4,,
82,4,7,during,100ppb,2020-12-10,4,6,10,4,,
82,4,7,during,100ppb,2020-12-11,5,6,12.5,4,,
82,4,7,post,100ppb,2020-12-12,6,10,,2.5,,
82,4,7,post,100ppb,2020-12-13,7,7.5,,2.5,,
82,4,7,post,100ppb,2020-12-14,8,6,,1.5,,
82,4,7,post,100ppb,2020-12-15,9,3.5,12.5,2.5,,
82,4,7,post,100ppb,2020-12-16,10,10,,2.5,,
82,4,7,post,100ppb,2020-12-17,11,8.5,,1.5,,
82,4,7,post,100ppb,2020-12-18,12,5.5,,3,,
82,4,7,post,100ppb,2020-12-19,13,4,,1.5,,
82,4,7,post,100ppb,2020-12-20,14,0.5,,3.5,,
83,4,7,pre,800ppb,2020-11-30,-6,12.5,,,,
83,4,7,pre,800ppb,2020-12-01,-5,10,,2.5,,
83,4,7,pre,800ppb,2020-12-02,-4,7,,3,,
83,4,7,pre,800ppb,2020-12-03,-3,4.5,,2.5,,
83,4,7,pre,800ppb,2020-12-04,-2,2,12.5,2.5,,
83,4,7,pre,800ppb,2020-12-05,-1,10,,2.5,,
83,4,7,pre,800ppb,2020-12-06,0,6.5,10,3.5,,
83,4,7,during,800ppb,2020-12-07,1,7,10,3,,
83,4,7,during,800ppb,2020-12-08,2,7,10,3,,
83,4,7,during,800ppb,2020-12-09,3,7.5,10,2.5,,
83,4,7,during,800ppb,2020-12-10,4,7,10,3,,
83,4,7,during,800ppb,2020-12-11,5,7,12.5,3,,
83,4,7,post,800ppb,2020-12-12,6,10,,2.5,,
83,4,7,post,800ppb,2020-12-13,7,7.5,,2.5,,
83,4,7,post,800ppb,2020-12-14,8,5,,2.5,,
83,4,7,post,800ppb,2020-12-15,9,2.5,12.5,2.5,,
83,4,7,post,800ppb,2020-12-16,10,10.5,,2,,
83,4,7,post,800ppb,2020-12-17,11,10,,0.5,,
83,4,7,post,800ppb,2020-12-18,12,8,,2,,
83,4,7,post,800ppb,2020-12-19,13,6,,2,,
83,4,7,post,800ppb,2020-12-20,14,4.5,,1.5,,
84,4,7,pre,Sacrifice,2020-11-30,-6,12.5,,,,
84,4,7,pre,Sacrifice,2020-12-01,-5,10,,2.5,,
84,4,7,pre,Sacrifice,2020-12-02,-4,7.5,,2.5,,
84,4,7,pre,Sacrifice,2020-12-03,-3,5.5,,2,,
84,4,7,pre,Sacrifice,2020-12-04,-2,2,12.5,3.5,,
84,4,7,pre,Sacrifice,2020-12-05,-1,10,,2.5,,
84,4,7,pre,Sacrifice,2020-12-06,0,9,10,1,,
84,4,7,during,Sacrifice,2020-12-07,1,8.5,10,1.5,,
84,4,7,during,Sacrifice,2020-12-08,2,7.5,10,2.5,,
84,4,7,during,Sacrifice,2020-12-09,3,6.5,10,3.5,,
84,4,7,during,Sacrifice,2020-12-10,4,6,10,4,,
84,4,7,during,Sacrifice,2020-12-11,5,6,,4,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
